MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
66:fe:95:ab:8d:aa,Cat S75,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2025-04-07 10:17:22,149,5745,-90,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
0e:ea:14:a7:86:6a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,40,5200,-90,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:a2:7b:7c,IKT-Agder_Eksamen,[ESS],2025-04-07 10:17:22,52,5260,-88,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:a2:7b:7e,IKT-Agder_Gjest,[ESS],2025-04-07 10:17:22,52,5260,-86,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:75:3e:0c,IKT-Agder_Eksamen,[ESS],2025-04-07 10:17:22,132,5660,-53,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
60:22:32:8d:bf:b4,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,48,5240,-54,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
60:22:32:8d:bf:b3,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,1,2412,-53,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
66:22:32:8d:bf:b3,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,1,2412,-53,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:75:3e:0e,IKT-Agder_Gjest,[ESS],2025-04-07 10:17:22,132,5660,-53,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:75:3e:0f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:17:22,132,5660,-53,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:75:3e:00,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:17:22,11,2462,-52,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
6a:22:32:8d:bf:b4,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,48,5240,-54,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
38:0e:4d:fb:3e:ac,IKT-Agder_Eksamen,[ESS],2025-04-07 10:17:22,140,5700,-84,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
6a:22:32:8d:bf:b3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,1,2412,-53,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
6e:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,44,5220,-81,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:75:3e:03,IKT-Agder_Eksamen,[ESS],2025-04-07 10:17:22,11,2462,-51,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:a2:7b:7f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:17:22,52,5260,-87,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
72:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,44,5220,-81,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
00:3a:7d:75:3e:01,IKT-Agder_Gjest,[ESS],2025-04-07 10:17:22,11,2462,-53,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
38:0e:4d:fb:3e:af,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:17:22,140,5700,-84,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
38:0e:4d:fb:3e:ae,IKT-Agder_Gjest,[ESS],2025-04-07 10:17:22,140,5700,-83,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
66:22:32:8d:bc:94,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:17:22,44,5220,-81,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
6a:14:01:15:30:2f,DIRECT-gQ-BRAVIA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2025-04-07 10:17:22,6,2437,-81,58.1476226845655,8.009053258810813,63.32579502022588,200,,,WIFI
6f:59:df:1a:1d:46,,Uncategorized;10,2025-04-07 10:17:22,,7936,-71,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
7b:99:71:ab:d5:81,,Uncategorized;10,2025-04-07 10:17:22,,7936,-56,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
68:14:01:15:30:30,,Misc,2025-04-07 10:17:22,,,-90,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BLE
5c:17:cf:fe:f3:e1,Aleksander OPN,Smartphone;10,2025-04-07 10:17:22,,524,-76,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
66:0c:23:4e:f2:cf,,Uncategorized;10,2025-04-07 10:17:22,,7936,-81,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
76:39:28:e6:9b:ac,,Uncategorized;10,2025-04-07 10:17:22,,7936,-58,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
57:40:a6:25:19:7d,,Uncategorized;10,2025-04-07 10:17:22,,7936,-78,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
57:a6:91:37:e7:99,,Uncategorized;10,2025-04-07 10:17:22,,7936,-60,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
71:f8:97:11:1c:67,,Uncategorized;10,2025-04-07 10:17:22,,7936,-75,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
57:d6:78:d2:c4:3f,,Uncategorized;10,2025-04-07 10:17:22,,7936,-80,58.1476226845655,8.009053258810813,63.32579502022588,200,,,BT
6d:af:02:c9:68:be,,Uncategorized;10,2025-04-07 10:17:26,,7936,-81,58.14762090846227,8.009062510724808,19.500729732199968,200,,,BT
45:fb:a4:68:fe:95,,Uncategorized;10,2025-04-07 10:17:26,,7936,-66,58.14762090846227,8.009062510724808,19.500729732199968,200,,,BT
4a:59:03:dc:a3:03,,Uncategorized;10,2025-04-07 10:17:27,,7936,-73,58.14761711330448,8.009052798051336,11.739967439286675,192,,,BT
4d:81:f7:df:22:5e,JBL TUNE230NC TWS-LE,Uncategorized;10,2025-04-07 10:17:27,,7936,-60,58.14761711330448,8.009052798051336,11.739967439286675,192,,,BT
49:5c:09:96:31:ab,,Uncategorized;10,2025-04-07 10:17:27,,7936,-72,58.14761711330448,8.009052798051336,11.739967439286675,192,,,BT
6c:a3:0a:9d:5c:e8,,Uncategorized;10,2025-04-07 10:17:29,,7936,-60,58.14760492993069,8.009028441410834,42.483713170665396,96,,,BT
4a:27:10:54:d2:6b,,Uncategorized;10,2025-04-07 10:17:30,,7936,-81,58.1475974195618,8.00901493589509,42.50263180598904,192,,,BT
14:3f:a6:c9:db:d8,LE_WH-1000XM3,Misc,2025-04-07 10:17:30,,7936,-70,58.1475974195618,8.00901493589509,42.50263180598904,192,,,BT
45:7e:2d:ae:a9:57,,Uncategorized;10,2025-04-07 10:17:31,,7936,-77,58.147594405810366,8.008999818646064,32.6637142645169,128,,,BT
3e:2b:55:0d:01:0d,,Uncategorized;10,2025-04-07 10:17:32,,7936,-84,58.147590868393905,8.008978851714753,33.18189448494558,128,,,BT
5b:53:64:10:35:05,,Uncategorized;10,2025-04-07 10:17:32,,7936,-80,58.147590868393905,8.008978851714753,33.18189448494558,128,,,BT
4c:fb:d4:92:5d:cc,,Uncategorized;10,2025-04-07 10:17:32,,7936,-80,58.147590868393905,8.008978851714753,33.18189448494558,128,,,BT
11:58:fc:21:0a:c0,,Uncategorized;10,2025-04-07 10:17:32,,7936,-86,58.147590868393905,8.008978851714753,33.18189448494558,128,,,BT
5c:b4:82:39:a7:f0,,Uncategorized;10,2025-04-07 10:17:33,,7936,-91,58.14758872492958,8.008964855884486,34.608150200564616,192,,,BT
7c:83:b8:7d:cc:c9,,Uncategorized;10,2025-04-07 10:17:33,,7936,-79,58.14758872492958,8.008964855884486,34.608150200564616,192,,,BT
69:d9:f4:0c:6b:e9,,Uncategorized;10,2025-04-07 10:17:34,,7936,-77,58.14758655913777,8.008951007151405,43.111002027470555,128,,,BT
71:f8:97:11:1c:67,,Uncategorized;10,2025-04-07 10:17:43,,7936,-68,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
7e:3e:90:1c:10:e2,,Uncategorized;10,2025-04-07 10:17:43,,7936,-79,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
49:5c:09:96:31:ab,,Uncategorized;10,2025-04-07 10:17:43,,7936,-62,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
69:d9:f4:0c:6b:e9,,Uncategorized;10,2025-04-07 10:17:43,,7936,-70,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
40:b9:3e:80:60:7b,,Uncategorized;10,2025-04-07 10:17:43,,7936,-83,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
6f:59:df:1a:1d:46,,Uncategorized;10,2025-04-07 10:17:43,,7936,-66,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
11:58:fc:21:0a:c0,,Uncategorized;10,2025-04-07 10:17:43,,7936,-81,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
5b:53:64:10:35:05,,Uncategorized;10,2025-04-07 10:17:43,,7936,-70,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
57:d6:78:d2:c4:3f,,Uncategorized;10,2025-04-07 10:17:43,,7936,-67,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
57:40:a6:25:19:7d,,Uncategorized;10,2025-04-07 10:17:43,,7936,-63,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
44:d3:d5:97:32:8b,,Uncategorized;10,2025-04-07 10:17:43,,7936,-82,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
3e:5d:f6:20:45:95,,Uncategorized;10,2025-04-07 10:17:43,,7936,-70,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
76:54:a7:f6:ad:59,,Uncategorized;10,2025-04-07 10:17:43,,7936,-73,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
5f:b5:36:63:34:c6,,Uncategorized;10,2025-04-07 10:17:43,,7936,-85,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
6e:1f:ca:24:6e:bd,,Uncategorized;10,2025-04-07 10:17:43,,7936,-75,58.14754067184865,8.008998596898026,102.2937367218135,128,,,BT
4d:81:f7:df:22:5e,JBL TUNE230NC TWS-LE,Uncategorized;10,2025-04-07 10:18:25,,7936,-53,58.14748662258672,8.009538907962703,80.80682207690677,48,,,BT
14:3f:a6:c9:db:d8,LE_WH-1000XM3,Misc,2025-04-07 10:18:25,,7936,-61,58.14748662258672,8.009538907962703,80.80682207690677,48,,,BT
40:b9:3e:80:60:7b,,Uncategorized;10,2025-04-07 10:18:25,,7936,-66,58.14748662258672,8.009538907962703,80.80682207690677,48,,,BT
3e:5d:f6:20:45:95,,Uncategorized;10,2025-04-07 10:18:25,,7936,-62,58.14748662258672,8.009538907962703,80.80682207690677,48,,,BT
7e:38:71:c9:09:c8,,Uncategorized;10,2025-04-07 10:18:25,,7936,-80,58.14748662258672,8.009538907962703,80.80682207690677,48,,,BT
5a:d5:cd:c1:1c:6a,,Uncategorized;10,2025-04-07 10:18:25,,7936,-80,58.14748662258672,8.009538907962703,80.80682207690677,48,,,BT
5f:b5:36:63:34:c6,,Uncategorized;10,2025-04-07 10:18:25,,7936,-78,58.14748662258672,8.009538907962703,80.80682207690677,48,,,BT
5c:17:cf:fe:f3:e1,Aleksander OPN,Smartphone;10,2025-04-07 10:18:40,,524,-66,58.14747504923585,8.009592483685697,79.22387807967363,48,,,BT
76:54:a7:f6:ad:59,,Uncategorized;10,2025-04-07 10:18:41,,7936,-64,58.14747333143523,8.009599134876183,79.07278942275407,48,,,BT
66:fe:95:ab:8d:aa,Cat S75,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2025-04-07 10:18:41,149,5745,-81,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:75:3e:0c,IKT-Agder_Eksamen,[ESS],2025-04-07 10:18:41,132,5660,-48,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:75:3e:0e,IKT-Agder_Gjest,[ESS],2025-04-07 10:18:41,132,5660,-48,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:75:3e:0f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:18:41,132,5660,-48,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
aa:05:d6:ba:9d:17,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,40,5200,-91,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:a2:7b:7c,IKT-Agder_Eksamen,[ESS],2025-04-07 10:18:41,52,5260,-81,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:a2:7b:7e,IKT-Agder_Gjest,[ESS],2025-04-07 10:18:41,52,5260,-80,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
b4:de:31:f8:5e:03,IKT-Agder_Eksamen,[ESS],2025-04-07 10:18:41,11,2462,-85,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:09:97:6c,IKT-Agder_Eksamen,[ESS],2025-04-07 10:18:41,116,5580,-88,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:a2:7b:70,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:18:41,1,2412,-78,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:a2:7b:71,IKT-Agder_Gjest,[ESS],2025-04-07 10:18:41,1,2412,-78,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:09:97:6f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:18:41,116,5580,-89,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:75:3e:00,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:18:41,11,2462,-45,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:a2:7b:73,IKT-Agder_Eksamen,[ESS],2025-04-07 10:18:41,1,2412,-79,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
b4:de:31:f8:5e:00,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:18:41,11,2462,-83,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:09:97:6e,IKT-Agder_Gjest,[ESS],2025-04-07 10:18:41,116,5580,-89,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:75:3e:03,IKT-Agder_Eksamen,[ESS],2025-04-07 10:18:41,11,2462,-45,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:a2:7b:7f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:18:41,52,5260,-80,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
00:3a:7d:75:3e:01,IKT-Agder_Gjest,[ESS],2025-04-07 10:18:41,11,2462,-45,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
6a:14:01:15:30:2f,DIRECT-gQ-BRAVIA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2025-04-07 10:18:41,6,2437,-76,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
60:22:32:8d:bc:93,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,1,2412,-74,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
66:22:32:8d:bf:b3,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,1,2412,-48,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
9c:05:d6:ba:9d:17,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,40,5200,-91,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
6a:22:32:8d:bf:b3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,1,2412,-48,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
66:22:32:8d:bc:93,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,1,2412,-74,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
60:22:32:8d:bf:b3,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,1,2412,-41,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
6a:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,44,5220,-78,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
66:22:32:8d:bf:b3,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,1,2412,-41,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
6a:22:32:8d:bf:b3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:18:41,1,2412,-40,58.14747333143523,8.009599134876183,79.07278942275407,48,,,WIFI
66:ae:b0:99:f8:47,,Uncategorized;10,2025-04-07 10:19:00,,7936,-68,58.147394123850894,8.009687969757717,85.4042850741317,32,,,BT
5b:11:bd:4a:82:78,,Uncategorized;10,2025-04-07 10:19:01,,7936,-79,58.14737663314752,8.009707592591784,85.48053942657924,48,,,BT
b4:de:31:f8:5e:01,IKT-Agder_Gjest,[ESS],2025-04-07 10:19:02,11,2462,-86,58.1473664268839,8.009720002024142,85.6961381611343,48,,,WIFI
66:ae:b0:99:f8:47,,Uncategorized;10,2025-04-07 10:19:04,,7936,-61,58.14735392252442,8.009739617309995,85.87902209021682,48,,,BT
59:3e:16:8d:ed:be,,Uncategorized;10,2025-04-07 10:19:04,,7936,-82,58.14735392252442,8.009739617309995,85.87902209021682,48,,,BT
7c:7a:0e:45:4e:c7,,Uncategorized;10,2025-04-07 10:19:04,,7936,-82,58.14735392252442,8.009739617309995,85.87902209021682,48,,,BT
08:d1:88:5a:fd:c4,,Uncategorized;10,2025-04-07 10:19:04,,7936,-86,58.14735392252442,8.009739617309995,85.87902209021682,48,,,BT
68:14:01:15:30:30,,Misc,2025-04-07 10:19:04,,,-85,58.14735392252442,8.009739617309995,85.87902209021682,48,,,BLE
49:69:eb:e6:eb:ad,,Uncategorized;10,2025-04-07 10:19:04,,7936,-83,58.14735392252442,8.009739617309995,85.87902209021682,48,,,BT
76:54:a7:f6:ad:59,,Uncategorized;10,2025-04-07 10:19:04,,7936,-59,58.14735392252442,8.009739617309995,85.87902209021682,48,,,BT
66:fe:95:ab:8d:aa,Cat S75,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2025-04-07 10:19:36,149,5745,-89,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
0e:ea:14:a7:86:6a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,40,5200,-92,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:a2:7b:7c,IKT-Agder_Eksamen,[ESS],2025-04-07 10:19:36,52,5260,-82,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:a2:7b:7e,IKT-Agder_Gjest,[ESS],2025-04-07 10:19:36,52,5260,-82,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:75:3e:0c,IKT-Agder_Eksamen,[ESS],2025-04-07 10:19:36,132,5660,-49,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
60:22:32:8d:bf:b4,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,48,5240,-54,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
60:22:32:8d:bf:b3,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,1,2412,-43,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
66:22:32:8d:bf:b3,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,1,2412,-44,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
6a:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,44,5220,-79,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:75:3e:0e,IKT-Agder_Gjest,[ESS],2025-04-07 10:19:36,132,5660,-48,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:75:3e:0f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:19:36,132,5660,-49,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:75:3e:00,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:19:36,11,2462,-47,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
6a:22:32:8d:bf:b4,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,48,5240,-54,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
38:0e:4d:fb:3e:ac,IKT-Agder_Eksamen,[ESS],2025-04-07 10:19:36,140,5700,-87,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
b4:de:31:f8:5e:01,IKT-Agder_Gjest,[ESS],2025-04-07 10:19:36,11,2462,-86,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
6e:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,44,5220,-79,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:a2:7b:7f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:19:36,52,5260,-82,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
72:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,44,5220,-79,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
00:3a:7d:75:3e:01,IKT-Agder_Gjest,[ESS],2025-04-07 10:19:36,11,2462,-48,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
38:0e:4d:fb:3e:af,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 10:19:36,140,5700,-87,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
38:0e:4d:fb:3e:ae,IKT-Agder_Gjest,[ESS],2025-04-07 10:19:36,140,5700,-88,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
66:22:32:8d:bc:94,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 10:19:36,44,5220,-79,58.14712140572137,8.010780533551912,96.9284256112644,48,,,WIFI
40:7a:b8:0b:d8:f5,,Uncategorized;10,2025-04-07 10:19:40,,7936,-85,58.14712644983592,8.010769351677173,91.794505239947,48,,,BT
4a:59:03:dc:a3:03,,Uncategorized;10,2025-04-07 10:19:40,,7936,-77,58.14712644983592,8.010769351677173,91.794505239947,48,,,BT
5f:b5:36:63:34:c6,,Uncategorized;10,2025-04-07 10:19:40,,7936,-76,58.14712644983592,8.010769351677173,91.794505239947,48,,,BT
4d:81:f7:df:22:5e,JBL TUNE230NC TWS-LE,Uncategorized;10,2025-04-07 10:19:40,,7936,-56,58.14712644983592,8.010769351677173,91.794505239947,48,,,BT
6e:1f:ca:24:6e:bd,,Uncategorized;10,2025-04-07 10:19:40,,7936,-77,58.14712644983592,8.010769351677173,91.794505239947,48,,,BT
5c:17:cf:fe:f3:e1,Aleksander OPN,Smartphone;10,2025-04-07 10:19:41,,524,-82,58.14712778968647,8.010769829125547,91.98868857180288,48,,,BT
7e:38:71:c9:09:c8,,Uncategorized;10,2025-04-07 10:19:41,,7936,-78,58.14712778968647,8.010769829125547,91.98868857180288,48,,,BT
66:ae:b0:99:f8:47,,Uncategorized;10,2025-04-07 10:19:41,,7936,-70,58.14712778968647,8.010769829125547,91.98868857180288,48,,,BT
08:d1:88:5a:fd:c4,,Uncategorized;10,2025-04-07 10:19:41,,7936,-89,58.14712778968647,8.010769829125547,91.98868857180288,48,,,BT
57:a6:91:37:e7:99,,Uncategorized;10,2025-04-07 10:19:42,,7936,-56,58.14712903240388,8.010771164442188,91.36242553211208,48,,,BT
6c:a3:0a:9d:5c:e8,,Uncategorized;10,2025-04-07 10:19:42,,7936,-66,58.14712903240388,8.010771164442188,91.36242553211208,48,,,BT
5b:11:bd:4a:82:78,,Uncategorized;10,2025-04-07 10:19:42,,7936,-83,58.14712903240388,8.010771164442188,91.36242553211208,48,,,BT
4c:fb:d4:92:5d:cc,,Uncategorized;10,2025-04-07 10:19:42,,7936,-81,58.14712903240388,8.010771164442188,91.36242553211208,48,,,BT
5b:53:64:10:35:05,,Uncategorized;10,2025-04-07 10:19:42,,7936,-72,58.14712903240388,8.010771164442188,91.36242553211208,48,,,BT
53:14:65:1c:9b:17,,Uncategorized;10,2025-04-07 10:19:43,,7936,-83,58.14713063933837,8.010771622561984,90.50356821192068,48,,,BT
69:d9:f4:0c:6b:e9,,Uncategorized;10,2025-04-07 10:19:43,,7936,-64,58.14713063933837,8.010771622561984,90.50356821192068,48,,,BT
76:39:28:e6:9b:ac,,Uncategorized;10,2025-04-07 10:19:43,,7936,-57,58.14713063933837,8.010771622561984,90.50356821192068,48,,,BT
71:f8:97:11:1c:67,,Uncategorized;10,2025-04-07 10:19:44,,7936,-66,58.147132834457864,8.010771465471889,90.3567821537711,48,,,BT
3e:5d:f6:20:45:95,,Uncategorized;10,2025-04-07 10:19:44,,7936,-67,58.147132834457864,8.010771465471889,90.3567821537711,48,,,BT
57:40:a6:25:19:7d,,Uncategorized;10,2025-04-07 10:19:44,,7936,-66,58.147132834457864,8.010771465471889,90.3567821537711,48,,,BT
6f:59:df:1a:1d:46,,Uncategorized;10,2025-04-07 10:19:45,,7936,-74,58.14713559394097,8.010771647650085,90.87527071094371,48,,,BT
